ANO_ADESAO;COD_ESC;CODSIT;DEPADM;NOMEDEP;CODREG;CHAVE;CDREDE;COD_DIR;DE;DRE;CODDIST;DISTR;CODMUN;MUN;TIPOESC;DESCRICAO_TIPO_ESCOLA;COD_UNID_ADM;CODESCMEC;CODESC;NOMESC;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;DDD;FONE1;FONE2;EMAIL;ZONA;DESCRICAO_ZONA;DS_LONGITUDE;DS_LATITUDE;CARGA_HORARIA
2021;30788;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;274;LUCELIA;422;LUCELIA;8;EE;44544;35030788;30788;JOSE FIRPO;INTERNACIONAL;1270;RUA;CENTRO;17780;0;18;35511664;NULL;E030788A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,01414108;-21,72732925;9 HORAS
2018;578915;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;274;LUCELIA;422;LUCELIA;8;EE;98559;35578915;578915;PROFESSOR CARLOS UMBERTO CARRARA;ANTONIO CHAVARELI;1077;AVENIDA;VILA RANCHARIA;17780;0;18;35511389;NULL;E578915A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,01271057;-21,73122978;9 HORAS
2022;31471;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;316;MONTE CASTELO;464;MONTE CASTELO;8;EE;44582;35031471;31471;JOAO BERNARDI;CIRO ALVES LEAO;71;NULL;CENTRO;17960;0;18;38551130;NULL;E031471A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,56760025;-21,29660034;9 HORAS
2022;31422;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;331;NOVA GUATAPORANGA;479;NOVA GUATAPORANGA;8;EE;44585;35031422;31422;JACINTO PERNAS GOMATO;D PEDRO I;50;RUA;CENTRO;17950;0;18;38561244;NULL;E031422A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,6482811;-21,33423996;9 HORAS
2020;31574;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;346;OSVALDO CRUZ;494;OSVALDO CRUZ;8;EE;44612;35031574;31574;BENJAMIN CONSTANT;MAX WIRTH;550;RUA;CENTRO;17700;0;18;35281279;35284725;E031574A@EDUCACAO.SP.GOV.BR;1;URBANA;-50,87559891;-21,79324913;9 HORAS
2018;31636;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;346;OSVALDO CRUZ;494;OSVALDO CRUZ;8;EE;44614;35031636;31636;DOM BOSCO;LUCAS NOGUEIRA GARCEZ;571;;CENTRO;17700;0;18;35281526;35284707;E031636A@EDUCACAO.SP.GOV.BR;1;URBANA;-50,87863922;-21,79635048;9 HORAS
2022;922584;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;346;OSVALDO CRUZ;494;OSVALDO CRUZ;8;EE;21385;35922584;922584;MARIA APARECIDA LOPES PROFA;DIRCEU CAVALINI;100;RUA;RESIDENCIAL ATHENAS;17700;0;18;35284158;NULL;E922584A@EDUCACAO.SP.GOV.BR;1;URBANA;-50,90082932;-21,76594925;9 HORAS
2021;31616;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;346;OSVALDO CRUZ;494;OSVALDO CRUZ;8;EE;44617;35031616;31616;OSVALDO MARTINS;OCTAVIO PONTELLI;39;RUA;VILA ANNA;17700;0;18;35281815;35284727;E031616A@EDUCACAO.SP.GOV.BR;1;URBANA;-50,87097931;-21,80073929;9 HORAS
2022;31069;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;349;PACAEMBU;497;PACAEMBU;8;EE;44552;35031069;31069;JOEL AGUIAR PROF;CORIPHEU DE AZEVEDO MARQUES;1154;AVENIDA;VILA PERES;17860;0;18;38621243;38621299;E031069A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,26672363;-21,56511307;7 HORAS
2022;31458;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;354;PANORAMA;502;PANORAMA;8;EE;44589;35031458;31458;JOAO BRASIO;PAULO DE ARRUDA MENDES;2597;RUA;MARRECAS;17980;0;18;38711317;NULL;E031458A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,85089874;-21,35540009;7 HORAS
2022;31159;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;354;PANORAMA;502;PANORAMA;8;EE;44591;35031159;31159;LUCIO ANTUNES DOM;PEGE RAPOSO LOPES;612;RUA;CENTRO;17980;0;18;38711328;38711343;E031159A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,86100006;-21,3689003;7 HORAS
2020;31550;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;447;SAGRES;595;SAGRES;8;EE;44627;35031550;31550;WALDOMIRO SAMPAIO DE SOUZA PREFEITO;VEREADOR GERALDO TEODORO DE CARVALHO;156;RUA;CENTRO;17710;0;18;35581103;35581163;E031550A@EDUCACAO.SP.GOV.BR;1;URBANA;-50,95986176;-21,8831749;9 HORAS
2022;31549;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;451;SALMOURAO;599;SALMOURAO;8;EE;44629;35031549;31549;HANS WIRTH;BARTOLOMEU BUENO;420;NULL;CENTRO;17720;0;18;35571147;NULL;E031549A@EDUCACAO.SP.GOV.BR;1;URBANA;-50,85786819;-21,62418938;7 HORAS
2022;31297;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;471;SANTA MERCEDES;619;SANTA MERCEDES;8;EE;44593;35031297;31297;OSCAR PEDROSO HORTA MINISTRO;ALIPIO BEDAQUE;1392;NULL;CENTRO;17940;0;18;38751280;NULL;E031297A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,75198746;-21,35286522;9 HORAS
2020;31461;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;493;SAO JOAO DO PAU D'ALHO;641;SAO JOAO DO PAU D'ALHO;8;EE;44596;35031461;31461;SALVADOR RAMOS DE MOURA PROF;JOSE ANTONIO SANCHES;468;NULL;CENTRO;17970;0;18;38571177;38571269;E031461A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,66640091;-21,26685905;9 HORAS
2022;31513;1;1;ESTADUAL - SE;2;20901;20901;14;ADAMANTINA;ADAMANTINA;550;TUPI PAULISTA;698;TUPI PAULISTA;8;EE;44598;35031513;31513;LEA APARECIDA VIEIRA GUEDES;TIRADENTES;852;RUA;CENTRO;17930;0;18;38511221;38511969;E031513A@EDUCACAO.SP.GOV.BR;1;URBANA;-51,57555389;-21,38578987;9 HORAS
2015;16998;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42840;35016998;16998;ALCINDO SOARES DO NASCIMENTO PROF;DINAMARCA;531;RUA;JARDIM PAULISTANO;13471;600;19;34063468;34610732;E016998A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,33769989;-22,72529984;9 HORAS
2022;907285;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;73374;35907285;907285;ANNA MARIA LUCIA DE NARDO MORAES BARROS PROFA;JANUARIO FERRARO;270;RUA;JARDIM BRASIL;13474;180;19;34651575;34651659;E907285A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,29375076;-22,71371078;7 HORAS
2022;903760;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;69030;35903760;903760;ANTONIETA GHIZINI LENHARE PROFA;ANGELA CAROLINA CAMPARI PACE;199;RUA;JARDIM BRASILIA;13468;810;19;34063458;34063978;E903760A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,3606987;-22,76409912;7 HORAS
2014;45500;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;59309;35045500;45500;CLARICE COSTA CONTI PROFA;MARIA CAVALCANTE PROENCA;99;RUA;ANTONIO ZANAGA;13474;530;19;34691197;34691204;E045500A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,29961014;-22,70237923;9 HORAS
2019;42473;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;57329;35042473;42473;CONSTANTINO AUGUSTO PINKE PROF;HUMBERTO CASAGRANDE;565;RUA;SAO LUIZ;13477;530;19;34682570;34683683;E042473A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,29980087;-22,74150085;9 HORAS
2022;17197;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42832;35017197;17197;DELMIRA DE OLIVEIRA LOPES PROFA;NARCISOS;130;RUA;VILA MATHIESEN;13467;340;19;34061829;34063455;E017197A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,33095932;-22,76774025;9 HORAS
2019;17218;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42836;35017218;17218;DILECTA CENEVIVA MARTINELLI PROFA;ORQUIDEAS;214;RUA;CIDADE JARDIM II;13467;80;19;34061800;34063452;E017218A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,33750153;-22,76169968;9 HORAS
2022;17346;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;44286;35017346;17346;GERMANO BENENCASE MAESTRO;ASTEROIDES;224;RUA;JARDIM ALVORADA;13479;140;19;34062842;34618017;E017346A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,30709839;-22,75830078;9 HORAS
2022;17164;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42831;35017164;17164;JOAO DE CASTRO GONCALVES DR;TIBIRICA;449;RUA;CONSERVA;13466;44;19;34063585;34611131;E017164A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,32371902;-22,74817085;9 HORAS
2022;17322;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42828;35017322;17322;JOAO SOLIDARIO PEDROSO PROF;SANTO ONOFRE;275;RUA;SAO MANOEL;13472;250;19;34684965;34686163;E017322A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,31570053;-22,72809982;9 HORAS
2013;17224;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42839;35017224;17224;JOAO XXIII;CAXIAS DUQUE;550;RUA;VILA SANTA CATARINA;13466;320;19;34062162;34618068;E017224A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,32845306;-22,75048256;9 HORAS
2022;17176;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42824;35017176;17176;MAGI MONSENHOR;SALGUEIROS;495;RUA;JARDIM SAO PAULO;13468;80;19;34062238;34618022;E017176A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,33821106;-22,75671959;9 HORAS
2022;42481;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;57327;35042481;42481;MARCELINO TOMBI PROF;SOLIMOES;780;RUA;JARDIM SAO ROQUE;13469;410;19;34617569;34626034;E042481A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,35400009;-22,72990036;9 HORAS
2023;435442;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;93908;35435442;435442;MARIA FRIZZARIN PROFA;UDINE;120;RUA;JARDIM MIRANDOLA;13478;866;19;34782458;34783291;E435442A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,28300095;-22,74834061;9 HORAS
2021;17139;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42825;35017139;17139;MARIA JOSE DE MATTOS GOBBO PROFA;COELHO NETO;650;RUA;VILA AMORIM;13469;140;19;34618544;NULL;E017139A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,35359955;-22,73839951;9 HORAS
2023;17140;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42834;35017140;17140;MARIO PATARRA FRATTINI PROF;PERNAMBUCO;353;RUA;VILA NOSSA SENHORA DE FATIMA;13478;570;19;34061844;34624605;E017140A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,32220078;-22,73929977;9 HORAS
2023;925883;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;27028;35925883;925883;MARTINHO RUBENS BELLUCO PROFESSOR;ARISTODEMO ARDITO;550;RUA;SAO BENEDITO;13476;681;19;34672255;34673700;E925883A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,23989868;-22,74365044;9 HORAS
2022;17152;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42833;35017152;17152;MAURA ARRUDA GUIDOLIN PROFA;DIONISIO RODRIGUES DA SILVA;650;RUA;CAMPO LIMPO;13477;120;19;34681822;34682345;E017152A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,30503845;-22,73303986;9 HORAS
2022;17334;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42837;35017334;17334;OLYMPIA BARTH DE OLIVEIRA PROFA;ITAPEMIRIM;149;RUA;JARDIM IPIRANGA;13468;480;19;34062288;34616674;E017334A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,35533905;-22,74754906;7 HORAS
2022;578575;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;98560;35578575;578575;PROFESSORA LENY APPARECIDA PAGOTTO BOER;GLORIA;171;RUA;JARDIM BOER I;13477;722;19;34682750;34683205;E578575A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,28765106;-22,74257088;7 HORAS
2022;578563;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;98561;35578563;578563;PROFESSORA MARIA LUCIA PADOVANI DE OLIVEIRA;COMENDADOR THOMAZ FORTUNATO;2550;AVENIDA;CHACARA LETONIA;13475;10;19;34652364;34652395;E578563A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,2824707;-22,72336006;7 HORAS
2016;578587;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;98562;35578587;578587;PROFESSORA ORNELLA RITA FERRARI SACILOTTO;GUARUJA;1609;RUA;PARQUE UNIVERSITARIO;13467;708;19;34086358;34086447;E578587A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,34955978;-22,78126907;9 HORAS
2021;16950;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42827;35016950;16950;RISOLETA LOPES ARANHA PROFESSORA;TREZE DE MAIO;471;RUA;JARDIM SAO DOMINGOS;13471;30;19;34618047;NULL;E016950A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,34095001;-22,73283005;7 HORAS
2022;16974;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42826;35016974;16974;SAO VICENTE DE PAULO;DOM BARRETO;1001;RUA;PARAISO;13465;720;19;34062341;34612026;E016974A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,34246826;-22,74044991;9 HORAS
2022;922183;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;20617;35922183;922183;SEBASTIANA PAIE RODELLA PROFA;SERRA DA CANASTRA;SN;RUA;PARQUE LIBERDADE;13470;434;19;34611138;34623852;E922183A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,3540802;-22,7112999;9 HORAS
2014;16962;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;42841;35016962;16962;SILVINO JOSE DE OLIVEIRA PROF;MIGUEL COUTO PROFESSOR;716;RUA;VILA CORDENONSI;13472;450;19;34681807;34685170;E016962A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,3219986;-22,7262001;9 HORAS
2015;37928;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;51050;35037928;37928;SINESIA MARTINI PROFA;GERONIMO SANTON;33;RUA;SAO BENEDITO;13476;680;19;34671344;34671543;E037928A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,24132156;-22,74098015;9 HORAS
2022;921567;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;17;AMERICANA;165;AMERICANA;8;EE;20057;35921567;921567;WILSON CAMARGO PROF;FLORINDO CIBIN;3424;RUA;PARQUE DAS NACOES;13470;70;19;34623598;34623867;E921567A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,349;-22,7248;7 HORAS
2020;39810;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;334;NOVA ODESSA;482;NOVA ODESSA;8;EE;56533;35039810;39810;DORTI ZAMBELLO CALIL PROFA;DOUTOR ERNESTO SPROGIS;1261;;JARDIM SANTA ROSA;13385;86;19;34662324;34662981;E039810A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,29911041;-22,79110909;7 HORAS
2022;17309;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;334;NOVA ODESSA;482;NOVA ODESSA;8;EE;42905;35017309;17309;JOAO THIENNE DR;INDEPENDENCIA;500;;CENTRO;13380;25;19;34661245;34662983;E017309A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,29602814;-22,78194046;7 HORAS
2020;49906;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;334;NOVA ODESSA;482;NOVA ODESSA;8;EE;62669;35049906;49906;SILVANIA APARECIDA SANTOS PROFA;IRINEU JOSE BORDON;S/N;;RESIDENCIAL SANTA LUIZA II;13387;692;19;34662145;34662982;E049906A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,2828598;-22,77586365;9 HORAS
2022;47016;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;60872;35047016;47016;ALCHESTE DE GODOY ANDIA PROFA;COMERCIO;597;AVENIDA;JARDIM ESMERALDA;13454;38;19;34585015;34586284;E047016A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,37260056;-22,74419022;9 HORAS
2022;17085;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;45035;35017085;17085;ANTONIO DE ARRUDA RIBEIRO PROF;AMADOR BUENO DE CAMPOS;52;RUA;JARDIM INDUSTRIAL;13453;10;19;34555077;34636215;E017085A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,40940094;-22,74629974;9 HORAS
2014;17292;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;43157;35017292;17292;ANTONIO MATARAZZO PROF;NORUEGA;2165;RUA;JARDIM CANDIDO BERTINI;13455;186;19;34583083;34584317;E017292A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,36412811;-22,72686005;9 HORAS
2022;919159;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;10696;35919159;919159;ATTILIO DEXTRO PROF;ALEXANDRE FURLAN;135;RUA;JARDIM DOS CEDROS;13457;632;19;34584161;34587598;E919159A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,36513901;-22,76391029;7 HORAS
2019;49402;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;62469;35049402;49402;BENEDICTA ARANHA DE OLIVEIRA LINO PROFA;GENERAL ORLANDO GEISEL;715;AVENIDA;CONJUNTO HABITACIONAL 31 MARCO COHAB;13453;166;19;34551848;34636425;E049402A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,40380096;-22,73539925;9 HORAS
2023;903796;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;69062;35903796;903796;DIRCEU DIAS CARNEIRO;GUAIANAZES;1504;RUA;JARDIM SANTA RITA DE CASSIA;13457;93;19;34555091;34637289;E903796A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,38359833;-22,77280045;7 HORAS
2022;921178;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;18377;35921178;921178;EDUARDO SILVA PROF;BELO HORIZONTE;1200;RUA;LOTEAMENTO PLANALTO DO SOL;13454;330;19;34583743;34588542;E921178A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,3830986;-22,74040031;7 HORAS
2014;17115;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;43156;35017115;17115;ELISABETH STEAGALL PIRTOUSCHEG PROFA;IRIDIO;275;RUA;VILA MOLLON IV;13456;500;19;34582778;34587614;E017115A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,36320114;-22,7534008;9 HORAS
2013;17231;1;1;ESTADUAL - SE;2;20401;20401;15;AMERICANA;AMERICANA;458;SANTA BARBARA D'OESTE;606;SANTA BARBARA D'OESTE;8;EE;43155;35017231;17231;EMILIO ROMI COMENDADOR;DONA CAROLINA;11;;JARDIM PANAMBI;13450;515;19;34555092;34636117;E017231A@EDUCACAO.SP.GOV.BR;1;URBANA;-47,42559814;-22,75460052;9 HORAS
